regime,tokenReduction,failureReduction,fixedEnergyShare,physicalSavingsFraction,gateEnergyRatio,falseReject,demandMultiplier,completion,waterSavedPerCompletionPct,energySavedPerCompletionPct,totalWaterChangePct,totalEnergyChangePct,waterDemandBreakEven
different verifier site,0.5,0,0.4,1,0.02,0.01,1.5,0.991001088,-33.49206349206349,28.268398268398265,100.03646193548389,7.489055483870977,0.7498632926650056
different verifier site,0.5,0,0.4,1,0.02,0.01,2,0.991001088,-33.49206349206349,28.268398268398265,166.71528258064518,43.31874064516128,0.7498632926650056
different verifier site,0.5,0,0.4,1,0.02,0.01,3,0.991001088,-33.49206349206349,28.268398268398265,300.07292387096777,114.97811096774196,0.7498632926650056
illustrative wet,0.5,0,0.4,1,0.02,0.1,1,0.978048,27.7777777777778,27.777777777777814,-28.793548387096802,-28.793548387096802,1.4043671287487547
illustrative wet,0.5,0,0.4,1,0.02,0.1,1.5,0.978048,27.7777777777778,27.777777777777814,6.809677419354809,6.809677419354809,1.4043671287487547
illustrative wet,0.5,0,0.4,1,0.02,0.1,2,0.978048,27.7777777777778,27.777777777777814,42.412903225806396,42.412903225806396,1.4043671287487547
illustrative wet,0.5,0,0.4,1,0.02,0.1,3,0.978048,27.7777777777778,27.777777777777814,113.61935483870963,113.61935483870963,1.4043671287487547
illustrative dry,0.5,0,0.4,1,0.02,0.1,1,0.978048,27.7777777777778,27.7777777777778,-28.793548387096802,-28.793548387096802,1.4043671287487547
illustrative dry,0.5,0,0.4,1,0.02,0.1,1.5,0.978048,27.7777777777778,27.7777777777778,6.809677419354809,6.809677419354809,1.4043671287487547
illustrative dry,0.5,0,0.4,1,0.02,0.1,2,0.978048,27.7777777777778,27.7777777777778,42.412903225806396,42.412903225806396,1.4043671287487547
illustrative dry,0.5,0,0.4,1,0.02,0.1,3,0.978048,27.7777777777778,27.7777777777778,113.61935483870963,113.61935483870963,1.4043671287487547
different verifier site,0.5,0,0.4,1,0.02,0.1,1,0.978048,-39.84126984126979,28.095238095238116,37.874470046082905,-29.106543778801875,0.7252974387975973
different verifier site,0.5,0,0.4,1,0.02,0.1,1.5,0.978048,-39.84126984126979,28.095238095238116,106.81170506912436,6.340184331797194,0.7252974387975973
different verifier site,0.5,0,0.4,1,0.02,0.1,2,0.978048,-39.84126984126979,28.095238095238116,175.7489400921658,41.78691244239625,0.7252974387975973
different verifier site,0.5,0,0.4,1,0.02,0.1,3,0.978048,-39.84126984126979,28.095238095238116,313.62341013824874,112.6803686635944,0.7252974387975973
illustrative wet,0.5,0,0.4,1,0.1,0,1,0.992,20.000000000000007,20.000000000000007,-20.000000000000007,-20.000000000000007,1.2500000000000002
illustrative wet,0.5,0,0.4,1,0.1,0,1.5,0.992,20.000000000000007,20.000000000000007,19.999999999999996,19.999999999999996,1.2500000000000002
illustrative wet,0.5,0,0.4,1,0.1,0,2,0.992,20.000000000000007,20.000000000000007,59.999999999999986,59.999999999999986,1.2500000000000002
illustrative wet,0.5,0,0.4,1,0.1,0,3,0.992,20.000000000000007,20.000000000000007,140,140,1.2500000000000002
illustrative dry,0.5,0,0.4,1,0.1,0,1,0.992,19.999999999999996,19.999999999999996,-20.000000000000007,-20.000000000000007,1.25
illustrative dry,0.5,0,0.4,1,0.1,0,1.5,0.992,19.999999999999996,19.999999999999996,19.999999999999996,19.999999999999996,1.25
illustrative dry,0.5,0,0.4,1,0.1,0,2,0.992,19.999999999999996,19.999999999999996,59.999999999999986,59.999999999999986,1.25
illustrative dry,0.5,0,0.4,1,0.1,0,3,0.992,19.999999999999996,19.999999999999996,140,140,1.25
different verifier site,0.5,0,0.4,1,0.1,0,1,0.992,-284.2857142857143,21.42857142857144,284.2857142857143,-21.42857142857144,0.26022304832713755
different verifier site,0.5,0,0.4,1,0.1,0,1.5,0.992,-284.2857142857143,21.42857142857144,476.42857142857144,17.85714285714284,0.26022304832713755
different verifier site,0.5,0,0.4,1,0.1,0,2,0.992,-284.2857142857143,21.42857142857144,668.5714285714286,57.14285714285712,0.26022304832713755
different verifier site,0.5,0,0.4,1,0.1,0,3,0.992,-284.2857142857143,21.42857142857144,1052.857142857143,135.71428571428567,0.26022304832713755
illustrative wet,0.5,0,0.4,1,0.1,0.01,1,0.991001088,19.898989898989903,19.898989898989917,-19.979649032258074,-19.979649032258074,1.2496820969994538
illustrative wet,0.5,0,0.4,1,0.1,0.01,1.5,0.991001088,19.898989898989903,19.898989898989917,20.030526451612896,20.03052645161287,1.2496820969994538
illustrative wet,0.5,0,0.4,1,0.1,0.01,2,0.991001088,19.898989898989903,19.898989898989917,60.04070193548385,60.04070193548385,1.2496820969994538
illustrative wet,0.5,0,0.4,1,0.1,0.01,3,0.991001088,19.898989898989903,19.898989898989917,140.0610529032258,140.06105290322574,1.2496820969994538
illustrative dry,0.5,0,0.4,1,0.1,0.01,1,0.991001088,19.898989898989893,19.898989898989893,-19.979649032258074,-19.979649032258074,1.2496820969994535
illustrative dry,0.5,0,0.4,1,0.1,0.01,1.5,0.991001088,19.898989898989893,19.898989898989893,20.030526451612896,20.030526451612896,1.2496820969994535
illustrative dry,0.5,0,0.4,1,0.1,0.01,2,0.991001088,19.898989898989893,19.898989898989893,60.04070193548385,60.04070193548385,1.2496820969994535
illustrative dry,0.5,0,0.4,1,0.1,0.01,3,0.991001088,19.898989898989893,19.898989898989893,140.0610529032258,140.0610529032258,1.2496820969994535
different verifier site,0.5,0,0.4,1,0.1,0.01,1,0.991001088,-287.46031746031747,21.34199134199134,287.07015741935476,-21.421197419354844,0.25835109755480123
different verifier site,0.5,0,0.4,1,0.1,0.01,1.5,0.991001088,-287.46031746031747,21.34199134199134,480.6052361290322,17.868203870967726,0.25835109755480123
different verifier site,0.5,0,0.4,1,0.1,0.01,2,0.991001088,-287.46031746031747,21.34199134199134,674.1403148387095,57.15760516129031,0.25835109755480123
different verifier site,0.5,0,0.4,1,0.1,0.01,3,0.991001088,-287.46031746031747,21.34199134199134,1061.2104722580646,135.73640774193544,0.25835109755480123
illustrative wet,0.5,0,0.4,1,0.1,0.1,1,0.978048,18.88888888888891,18.8888888888889,-20.02967741935485,-20.02967741935485,1.2504638817625895
illustrative wet,0.5,0,0.4,1,0.1,0.1,1.5,0.978048,18.88888888888891,18.8888888888889,19.955483870967726,19.955483870967726,1.2504638817625895
illustrative wet,0.5,0,0.4,1,0.1,0.1,2,0.978048,18.88888888888891,18.8888888888889,59.9406451612903,59.9406451612903,1.2504638817625895
illustrative wet,0.5,0,0.4,1,0.1,0.1,3,0.978048,18.88888888888891,18.8888888888889,139.91096774193545,139.91096774193545,1.2504638817625895
illustrative dry,0.5,0,0.4,1,0.1,0.1,1,0.978048,18.8888888888889,18.8888888888889,-20.02967741935485,-20.02967741935485,1.2504638817625895
illustrative dry,0.5,0,0.4,1,0.1,0.1,1.5,0.978048,18.8888888888889,18.8888888888889,19.955483870967726,19.955483870967726,1.2504638817625895
illustrative dry,0.5,0,0.4,1,0.1,0.1,2,0.978048,18.8888888888889,18.8888888888889,59.9406451612903,59.9406451612903,1.2504638817625895
illustrative dry,0.5,0,0.4,1,0.1,0.1,3,0.978048,18.8888888888889,18.8888888888889,139.91096774193545,139.91096774193545,1.2504638817625895
different verifier site,0.5,0,0.4,1,0.1,0.1,1,0.978048,-319.2063492063492,20.476190476190492,313.31041474654387,-21.594654377880197,0.24194889950044798
different verifier site,0.5,0,0.4,1,0.1,0.1,1.5,0.978048,-319.2063492063492,20.476190476190492,519.9656221198156,17.608018433179694,0.24194889950044798
different verifier site,0.5,0,0.4,1,0.1,0.1,2,0.978048,-319.2063492063492,20.476190476190492,726.6208294930877,56.81069124423961,0.24194889950044798
different verifier site,0.5,0,0.4,1,0.1,0.1,3,0.978048,-319.2063492063492,20.476190476190492,1139.9312442396313,135.2160368663594,0.24194889950044798
illustrative wet,0.5,0,0.4,1,0.25,0,1,0.992,5.000000000000016,5.000000000000016,-5.000000000000016,-5.000000000000004,1.0526315789473686
illustrative wet,0.5,0,0.4,1,0.25,0,1.5,0.992,5.000000000000016,5.000000000000016,42.499999999999986,42.499999999999986,1.0526315789473686
illustrative wet,0.5,0,0.4,1,0.25,0,2,0.992,5.000000000000016,5.000000000000016,89.99999999999997,89.99999999999999,1.0526315789473686
illustrative wet,0.5,0,0.4,1,0.25,0,3,0.992,5.000000000000016,5.000000000000016,184.99999999999997,184.99999999999997,1.0526315789473686
illustrative dry,0.5,0,0.4,1,0.25,0,1,0.992,5.000000000000004,5.000000000000004,-5.000000000000016,-5.000000000000016,1.0526315789473686
illustrative dry,0.5,0,0.4,1,0.25,0,1.5,0.992,5.000000000000004,5.000000000000004,42.499999999999986,42.499999999999986,1.0526315789473686
illustrative dry,0.5,0,0.4,1,0.25,0,2,0.992,5.000000000000004,5.000000000000004,89.99999999999997,89.99999999999997,1.0526315789473686
illustrative dry,0.5,0,0.4,1,0.25,0,3,0.992,5.000000000000004,5.000000000000004,184.99999999999997,184.99999999999997,1.0526315789473686
different verifier site,0.5,0,0.4,1,0.25,0,1,0.992,-755.7142857142857,8.571428571428575,755.7142857142857,-8.571428571428585,0.11686143572621036
different verifier site,0.5,0,0.4,1,0.25,0,1.5,0.992,-755.7142857142857,8.571428571428575,1183.5714285714284,37.142857142857125,0.11686143572621036
different verifier site,0.5,0,0.4,1,0.25,0,2,0.992,-755.7142857142857,8.571428571428575,1611.4285714285713,82.85714285714283,0.11686143572621036
different verifier site,0.5,0,0.4,1,0.25,0,3,0.992,-755.7142857142857,8.571428571428575,2467.142857142857,174.28571428571425,0.11686143572621036
illustrative wet,0.5,0,0.4,1,0.25,0.01,1,0.991001088,4.747474747474745,4.747474747474767,-4.843390967741934,-4.843390967741956,1.050899154740792
illustrative wet,0.5,0,0.4,1,0.25,0.01,1.5,0.991001088,4.747474747474745,4.747474747474767,42.7349135483871,42.734913548387055,1.050899154740792
illustrative wet,0.5,0,0.4,1,0.25,0.01,2,0.991001088,4.747474747474745,4.747474747474767,90.31321806451614,90.3132180645161,1.050899154740792
illustrative wet,0.5,0,0.4,1,0.25,0.01,3,0.991001088,4.747474747474745,4.747474747474767,185.4698270967742,185.4698270967741,1.050899154740792
illustrative dry,0.5,0,0.4,1,0.25,0.01,1,0.991001088,4.747474747474756,4.747474747474756,-4.843390967741945,-4.843390967741945,1.050899154740792
illustrative dry,0.5,0,0.4,1,0.25,0.01,1.5,0.991001088,4.747474747474756,4.747474747474756,42.73491354838708,42.73491354838708,1.050899154740792
illustrative dry,0.5,0,0.4,1,0.25,0.01,2,0.991001088,4.747474747474756,4.747474747474756,90.31321806451611,90.31321806451611,1.050899154740792
illustrative dry,0.5,0,0.4,1,0.25,0.01,3,0.991001088,4.747474747474756,4.747474747474756,185.46982709677417,185.46982709677417,1.050899154740792
different verifier site,0.5,0,0.4,1,0.25,0.01,1,0.991001088,-763.6507936507936,8.35497835497836,762.7811251612904,-8.447261935483885,0.11590425089712732
different verifier site,0.5,0,0.4,1,0.25,0.01,1.5,0.991001088,-763.6507936507936,8.35497835497836,1194.1716877419356,37.329107096774194,0.11590425089712732
different verifier site,0.5,0,0.4,1,0.25,0.01,2,0.991001088,-763.6507936507936,8.35497835497836,1625.562250322581,83.10547612903223,0.11590425089712732
different verifier site,0.5,0,0.4,1,0.25,0.01,3,0.991001088,-763.6507936507936,8.35497835497836,2488.343375483871,174.6582141935484,0.11590425089712732
illustrative wet,0.5,0,0.4,1,0.25,0.1,1,0.978048,2.2222222222222476,2.2222222222222476,-3.597419354838738,-3.5974193548387268,1.037316629189421
illustrative wet,0.5,0,0.4,1,0.25,0.1,1.5,0.978048,2.2222222222222476,2.2222222222222476,44.6038709677419,44.6038709677419,1.037316629189421
illustrative wet,0.5,0,0.4,1,0.25,0.1,2,0.978048,2.2222222222222476,2.2222222222222476,92.80516129032253,92.80516129032254,1.037316629189421
illustrative wet,0.5,0,0.4,1,0.25,0.1,3,0.978048,2.2222222222222476,2.2222222222222476,189.2077419354838,189.2077419354838,1.037316629189421
illustrative dry,0.5,0,0.4,1,0.25,0.1,1,0.978048,2.2222222222222365,2.2222222222222365,-3.597419354838738,-3.597419354838738,1.037316629189421
illustrative dry,0.5,0,0.4,1,0.25,0.1,1.5,0.978048,2.2222222222222365,2.2222222222222365,44.6038709677419,44.6038709677419,1.037316629189421
illustrative dry,0.5,0,0.4,1,0.25,0.1,2,0.978048,2.2222222222222365,2.2222222222222365,92.80516129032253,92.80516129032253,1.037316629189421
illustrative dry,0.5,0,0.4,1,0.25,0.1,3,0.978048,2.2222222222222365,2.2222222222222365,189.2077419354838,189.2077419354838,1.037316629189421
different verifier site,0.5,0,0.4,1,0.25,0.1,1,0.978048,-843.0158730158729,6.190476190476202,829.7528110599077,-7.5098617511520915,0.10755546937900745
different verifier site,0.5,0,0.4,1,0.25,0.1,1.5,0.978048,-843.0158730158729,6.190476190476202,1294.6292165898615,38.73520737327185,0.10755546937900745
different verifier site,0.5,0,0.4,1,0.25,0.1,2,0.978048,-843.0158730158729,6.190476190476202,1759.5056221198154,84.98027649769581,0.10755546937900745
different verifier site,0.5,0,0.4,1,0.25,0.1,3,0.978048,-843.0158730158729,6.190476190476202,2689.258433179723,177.4704147465437,0.10755546937900745
illustrative wet,0.5,0,0.8,0,0,0,1,0.992,0,0,0,0,1
illustrative wet,0.5,0,0.8,0,0,0,1.5,0.992,0,0,50,50,1
illustrative wet,0.5,0,0.8,0,0,0,2,0.992,0,0,100,100,1
illustrative wet,0.5,0,0.8,0,0,0,3,0.992,0,0,200,200,1
illustrative dry,0.5,0,0.8,0,0,0,1,0.992,0,0,0,0,1
illustrative dry,0.5,0,0.8,0,0,0,1.5,0.992,0,0,50,50,1
illustrative dry,0.5,0,0.8,0,0,0,2,0.992,0,0,100,100,1
illustrative dry,0.5,0,0.8,0,0,0,3,0.992,0,0,200,200,1
different verifier site,0.5,0,0.8,0,0,0,1,0.992,0,0,0,0,1
different verifier site,0.5,0,0.8,0,0,0,1.5,0.992,0,0,50,50,1
different verifier site,0.5,0,0.8,0,0,0,2,0.992,0,0,100,100,1
different verifier site,0.5,0,0.8,0,0,0,3,0.992,0,0,200,200,1
illustrative wet,0.5,0,0.8,0,0,0.01,1,0.991001088,-0.10079827480471426,-0.10079827480471426,0,0,1
illustrative wet,0.5,0,0.8,0,0,0.01,1.5,0.991001088,-0.10079827480471426,-0.10079827480471426,50,50,1
illustrative wet,0.5,0,0.8,0,0,0.01,2,0.991001088,-0.10079827480471426,-0.10079827480471426,100,100,1
illustrative wet,0.5,0,0.8,0,0,0.01,3,0.991001088,-0.10079827480471426,-0.10079827480471426,200,200,1
illustrative dry,0.5,0,0.8,0,0,0.01,1,0.991001088,-0.10079827480473647,-0.10079827480473647,0,0,1
illustrative dry,0.5,0,0.8,0,0,0.01,1.5,0.991001088,-0.10079827480473647,-0.10079827480473647,50,50,1
illustrative dry,0.5,0,0.8,0,0,0.01,2,0.991001088,-0.10079827480473647,-0.10079827480473647,100,100,1
illustrative dry,0.5,0,0.8,0,0,0.01,3,0.991001088,-0.10079827480473647,-0.10079827480473647,200,200,1
different verifier site,0.5,0,0.8,0,0,0.01,1,0.991001088,-0.10079827480471426,-0.10079827480473647,0,0,1
different verifier site,0.5,0,0.8,0,0,0.01,1.5,0.991001088,-0.10079827480471426,-0.10079827480473647,50,50,1
different verifier site,0.5,0,0.8,0,0,0.01,2,0.991001088,-0.10079827480471426,-0.10079827480473647,100,100,1
different verifier site,0.5,0,0.8,0,0,0.01,3,0.991001088,-0.10079827480471426,-0.10079827480473647,200,200,1
illustrative wet,0.5,0,0.8,0,0,0.1,1,0.978048,-1.4265148540766992,-1.426514854076677,0,0,1
illustrative wet,0.5,0,0.8,0,0,0.1,1.5,0.978048,-1.4265148540766992,-1.426514854076677,50,50,1
illustrative wet,0.5,0,0.8,0,0,0.1,2,0.978048,-1.4265148540766992,-1.426514854076677,100,100,1
illustrative wet,0.5,0,0.8,0,0,0.1,3,0.978048,-1.4265148540766992,-1.426514854076677,200,200,1
illustrative dry,0.5,0,0.8,0,0,0.1,1,0.978048,-1.4265148540766992,-1.4265148540766992,0,0,1
illustrative dry,0.5,0,0.8,0,0,0.1,1.5,0.978048,-1.4265148540766992,-1.4265148540766992,50,50,1
illustrative dry,0.5,0,0.8,0,0,0.1,2,0.978048,-1.4265148540766992,-1.4265148540766992,100,100,1
illustrative dry,0.5,0,0.8,0,0,0.1,3,0.978048,-1.4265148540766992,-1.4265148540766992,200,200,1
different verifier site,0.5,0,0.8,0,0,0.1,1,0.978048,-1.426514854076677,-1.4265148540766992,0,0,1
different verifier site,0.5,0,0.8,0,0,0.1,1.5,0.978048,-1.426514854076677,-1.4265148540766992,50,50,1
different verifier site,0.5,0,0.8,0,0,0.1,2,0.978048,-1.426514854076677,-1.4265148540766992,100,100,1
different verifier site,0.5,0,0.8,0,0,0.1,3,0.978048,-1.426514854076677,-1.4265148540766992,200,200,1
illustrative wet,0.5,0,0.8,0,0.02,0,1,0.992,-1.9999999999999796,-2.0000000000000018,2.0000000000000018,2.0000000000000018,0.9803921568627452
illustrative wet,0.5,0,0.8,0,0.02,0,1.5,0.992,-1.9999999999999796,-2.0000000000000018,52.99999999999998,52.99999999999998,0.9803921568627452
illustrative wet,0.5,0,0.8,0,0.02,0,2,0.992,-1.9999999999999796,-2.0000000000000018,104,104,0.9803921568627452
illustrative wet,0.5,0,0.8,0,0.02,0,3,0.992,-1.9999999999999796,-2.0000000000000018,205.99999999999997,205.99999999999997,0.9803921568627452
illustrative dry,0.5,0,0.8,0,0.02,0,1,0.992,-2.0000000000000018,-2.0000000000000018,2.0000000000000018,2.0000000000000018,0.9803921568627451
illustrative dry,0.5,0,0.8,0,0.02,0,1.5,0.992,-2.0000000000000018,-2.0000000000000018,53,53,0.9803921568627451
illustrative dry,0.5,0,0.8,0,0.02,0,2,0.992,-2.0000000000000018,-2.0000000000000018,104,104,0.9803921568627451
illustrative dry,0.5,0,0.8,0,0.02,0,3,0.992,-2.0000000000000018,-2.0000000000000018,206,206,0.9803921568627451
different verifier site,0.5,0,0.8,0,0.02,0,1,0.992,-62.857142857142854,-1.7142857142857126,62.857142857142854,1.7142857142857126,0.6140350877192983
different verifier site,0.5,0,0.8,0,0.02,0,1.5,0.992,-62.857142857142854,-1.7142857142857126,144.2857142857143,52.571428571428555,0.6140350877192983
different verifier site,0.5,0,0.8,0,0.02,0,2,0.992,-62.857142857142854,-1.7142857142857126,225.71428571428572,103.42857142857143,0.6140350877192983
different verifier site,0.5,0,0.8,0,0.02,0,3,0.992,-62.857142857142854,-1.7142857142857126,388.5714285714286,205.1428571428571,0.6140350877192983
illustrative wet,0.5,0,0.8,0,0.02,0.01,1,0.991001088,-2.1210002950067253,-2.1210002950067475,2.0181677419354838,2.0181677419354838,0.9802175652964026
illustrative wet,0.5,0,0.8,0,0.02,0.01,1.5,0.991001088,-2.1210002950067253,-2.1210002950067475,53.02725161290323,53.02725161290325,0.9802175652964026
illustrative wet,0.5,0,0.8,0,0.02,0.01,2,0.991001088,-2.1210002950067253,-2.1210002950067475,104.03633548387097,104.03633548387097,0.9802175652964026
illustrative wet,0.5,0,0.8,0,0.02,0.01,3,0.991001088,-2.1210002950067253,-2.1210002950067475,206.05450322580646,206.05450322580649,0.9802175652964026
illustrative dry,0.5,0,0.8,0,0.02,0.01,1,0.991001088,-2.1210002950067475,-2.1210002950067475,2.0181677419354838,2.0181677419354838,0.9802175652964026
illustrative dry,0.5,0,0.8,0,0.02,0.01,1.5,0.991001088,-2.1210002950067475,-2.1210002950067475,53.02725161290323,53.02725161290323,0.9802175652964026
illustrative dry,0.5,0,0.8,0,0.02,0.01,2,0.991001088,-2.1210002950067475,-2.1210002950067475,104.03633548387097,104.03633548387097,0.9802175652964026
illustrative dry,0.5,0,0.8,0,0.02,0.01,3,0.991001088,-2.1210002950067475,-2.1210002950067475,206.05450322580646,206.05450322580646,0.9802175652964026
different verifier site,0.5,0,0.8,0,0.02,0.01,1,0.991001088,-63.592861766868204,-1.832400006406476,63.42812903225803,1.729858064516132,0.6118897682556326
different verifier site,0.5,0,0.8,0,0.02,0.01,1.5,0.991001088,-63.592861766868204,-1.832400006406476,145.14219354838707,52.59478709677421,0.6118897682556326
different verifier site,0.5,0,0.8,0,0.02,0.01,2,0.991001088,-63.592861766868204,-1.832400006406476,226.85625806451606,103.45971612903226,0.6118897682556326
different verifier site,0.5,0,0.8,0,0.02,0.01,3,0.991001088,-63.592861766868204,-1.832400006406476,390.28438709677414,205.18957419354842,0.6118897682556326
illustrative wet,0.5,0,0.8,0,0.02,0.1,1,0.978048,-3.6487370762988913,-3.6487370762988913,2.190967741935479,2.190967741935479,0.9785600646480974
illustrative wet,0.5,0,0.8,0,0.02,0.1,1.5,0.978048,-3.6487370762988913,-3.6487370762988913,53.28645161290319,53.28645161290322,0.9785600646480974
illustrative wet,0.5,0,0.8,0,0.02,0.1,2,0.978048,-3.6487370762988913,-3.6487370762988913,104.38193548387096,104.38193548387096,0.9785600646480974
illustrative wet,0.5,0,0.8,0,0.02,0.1,3,0.978048,-3.6487370762988913,-3.6487370762988913,206.57290322580639,206.57290322580644,0.9785600646480974
illustrative dry,0.5,0,0.8,0,0.02,0.1,1,0.978048,-3.6487370762989135,-3.6487370762989135,2.190967741935479,2.190967741935479,0.9785600646480972
illustrative dry,0.5,0,0.8,0,0.02,0.1,1.5,0.978048,-3.6487370762989135,-3.6487370762989135,53.28645161290322,53.28645161290322,0.9785600646480972
illustrative dry,0.5,0,0.8,0,0.02,0.1,2,0.978048,-3.6487370762989135,-3.6487370762989135,104.38193548387096,104.38193548387096,0.9785600646480972
illustrative dry,0.5,0,0.8,0,0.02,0.1,3,0.978048,-3.6487370762989135,-3.6487370762989135,206.57290322580644,206.57290322580644,0.9785600646480972
different verifier site,0.5,0,0.8,0,0.02,0.1,1,0.978048,-71.26778469534652,-3.331276758838597,68.85898617511523,1.8779723502303947,0.5922101172412287
different verifier site,0.5,0,0.8,0,0.02,0.1,1.5,0.978048,-71.26778469534652,-3.331276758838597,153.28847926267284,52.816958525345626,0.5922101172412287
different verifier site,0.5,0,0.8,0,0.02,0.1,2,0.978048,-71.26778469534652,-3.331276758838597,237.71797235023047,103.75594470046079,0.5922101172412287
different verifier site,0.5,0,0.8,0,0.02,0.1,3,0.978048,-71.26778469534652,-3.331276758838597,406.5769585253457,205.63391705069125,0.5922101172412287
illustrative wet,0.5,0,0.8,0,0.1,0,1,0.992,-9.999999999999986,-9.999999999999986,9.999999999999986,9.999999999999986,0.9090909090909092
illustrative wet,0.5,0,0.8,0,0.1,0,1.5,0.992,-9.999999999999986,-9.999999999999986,64.99999999999999,64.99999999999999,0.9090909090909092
illustrative wet,0.5,0,0.8,0,0.1,0,2,0.992,-9.999999999999986,-9.999999999999986,119.99999999999997,119.99999999999997,0.9090909090909092
illustrative wet,0.5,0,0.8,0,0.1,0,3,0.992,-9.999999999999986,-9.999999999999986,229.99999999999997,229.99999999999997,0.9090909090909092
illustrative dry,0.5,0,0.8,0,0.1,0,1,0.992,-10.000000000000009,-10.000000000000009,9.999999999999986,9.999999999999986,0.9090909090909091
illustrative dry,0.5,0,0.8,0,0.1,0,1.5,0.992,-10.000000000000009,-10.000000000000009,65.00000000000001,65.00000000000001,0.9090909090909091
illustrative dry,0.5,0,0.8,0,0.1,0,2,0.992,-10.000000000000009,-10.000000000000009,119.99999999999997,119.99999999999997,0.9090909090909091
illustrative dry,0.5,0,0.8,0,0.1,0,3,0.992,-10.000000000000009,-10.000000000000009,230.00000000000003,230.00000000000003,0.9090909090909091
different verifier site,0.5,0,0.8,0,0.1,0,1,0.992,-314.28571428571433,-8.571428571428562,314.28571428571433,8.571428571428562,0.24137931034482757
different verifier site,0.5,0,0.8,0,0.1,0,1.5,0.992,-314.28571428571433,-8.571428571428562,521.4285714285714,62.857142857142854,0.24137931034482757
different verifier site,0.5,0,0.8,0,0.1,0,2,0.992,-314.28571428571433,-8.571428571428562,728.5714285714287,117.14285714285712,0.24137931034482757
different verifier site,0.5,0,0.8,0,0.1,0,3,0.992,-314.28571428571433,-8.571428571428562,1142.857142857143,225.71428571428572,0.24137931034482757
illustrative wet,0.5,0,0.8,0,0.1,0.01,1,0.991001088,-10.201808375814792,-10.201808375814814,10.090838709677396,10.090838709677419,0.9083407954018032
illustrative wet,0.5,0,0.8,0,0.1,0.01,1.5,0.991001088,-10.201808375814792,-10.201808375814814,65.13625806451613,65.13625806451613,0.9083407954018032
illustrative wet,0.5,0,0.8,0,0.1,0.01,2,0.991001088,-10.201808375814792,-10.201808375814814,120.1816774193548,120.18167741935484,0.9083407954018032
illustrative wet,0.5,0,0.8,0,0.1,0.01,3,0.991001088,-10.201808375814792,-10.201808375814814,230.27251612903225,230.27251612903225,0.9083407954018032
illustrative dry,0.5,0,0.8,0,0.1,0.01,1,0.991001088,-10.201808375814835,-10.201808375814835,10.090838709677419,10.090838709677419,0.908340795401803
illustrative dry,0.5,0,0.8,0,0.1,0.01,1.5,0.991001088,-10.201808375814835,-10.201808375814835,65.13625806451613,65.13625806451613,0.908340795401803
illustrative dry,0.5,0,0.8,0,0.1,0.01,2,0.991001088,-10.201808375814835,-10.201808375814835,120.18167741935484,120.18167741935484,0.908340795401803
illustrative dry,0.5,0,0.8,0,0.1,0.01,3,0.991001088,-10.201808375814835,-10.201808375814835,230.27251612903225,230.27251612903225,0.908340795401803
different verifier site,0.5,0,0.8,0,0.1,0.01,1,0.991001088,-317.5611157351222,-8.758806932813389,317.14064516129037,8.649290322580638,0.2397272985981366
different verifier site,0.5,0,0.8,0,0.1,0.01,1.5,0.991001088,-317.5611157351222,-8.758806932813389,525.7109677419355,62.97393548387096,0.2397272985981366
different verifier site,0.5,0,0.8,0,0.1,0.01,2,0.991001088,-317.5611157351222,-8.758806932813389,734.2812903225807,117.29858064516128,0.2397272985981366
different verifier site,0.5,0,0.8,0,0.1,0.01,3,0.991001088,-317.5611157351222,-8.758806932813389,1151.421935483871,225.94787096774192,0.2397272985981366
illustrative wet,0.5,0,0.8,0,0.1,0.1,1,0.978048,-12.537625965187793,-12.537625965187793,10.954838709677418,10.954838709677418,0.9012675892545645
illustrative wet,0.5,0,0.8,0,0.1,0.1,1.5,0.978048,-12.537625965187793,-12.537625965187793,66.43225806451613,66.43225806451613,0.9012675892545645
illustrative wet,0.5,0,0.8,0,0.1,0.1,2,0.978048,-12.537625965187793,-12.537625965187793,121.90967741935484,121.90967741935484,0.9012675892545645
illustrative wet,0.5,0,0.8,0,0.1,0.1,3,0.978048,-12.537625965187793,-12.537625965187793,232.86451612903227,232.86451612903227,0.9012675892545645
illustrative dry,0.5,0,0.8,0,0.1,0.1,1,0.978048,-12.537625965187814,-12.537625965187814,10.954838709677418,10.954838709677418,0.9012675892545645
illustrative dry,0.5,0,0.8,0,0.1,0.1,1.5,0.978048,-12.537625965187814,-12.537625965187814,66.43225806451612,66.43225806451612,0.9012675892545645
illustrative dry,0.5,0,0.8,0,0.1,0.1,2,0.978048,-12.537625965187814,-12.537625965187814,121.90967741935484,121.90967741935484,0.9012675892545645
illustrative dry,0.5,0,0.8,0,0.1,0.1,3,0.978048,-12.537625965187814,-12.537625965187814,232.86451612903224,232.86451612903224,0.9012675892545645
different verifier site,0.5,0,0.8,0,0.1,0.1,1,0.978048,-350.63286406042596,-10.950324377886211,344.2949308755761,9.389861751152084,0.2250757167157615
different verifier site,0.5,0,0.8,0,0.1,0.1,1.5,0.978048,-350.63286406042596,-10.950324377886211,566.4423963133642,64.08479262672813,0.2250757167157615
different verifier site,0.5,0,0.8,0,0.1,0.1,2,0.978048,-350.63286406042596,-10.950324377886211,788.5898617511522,118.77972350230417,0.2250757167157615
